Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Best Lap Time,Number of Laps
Running,7/11/18 20:19,Baltimore Running,2.08,186,0:15:53,135,148,172,180,7:39,6:23,119,126,1.23,00:00.0,3
Running,7/11/18 18:52,Baltimore Running,7.43,623,0:56:32,138,162,176,184,7:36,6:24,772,818,1.21,00:00.0,8
Running,7/10/18 19:08,Baltimore Running,5.17,496,0:41:09,142,172,172,180,7:58,5:48,405,322,1.17,00:00.0,6
Running,7/10/18 18:56,Baltimore Running,2.01,170,0:10:42,171,185,182,190,5:20,5:04,14,11,1.66,00:00.0,3
Running,7/10/18 18:46,Baltimore Running,0.33,31,02:21.8,141,154,174,186,7:16,6:05,--,--,1.27,00:00.0,1
Running,7/10/18 18:26,Baltimore Running,2.51,195,0:16:42,133,164,176,192,6:39,3:41,107,154,1.37,00:00.0,3
Running,7/9/18 18:44,Baltimore Running,11,964,1:19:06,142,162,174,182,7:11,4:27,926,929,1.29,00:00.0,12
Running,7/8/18 11:12,Baltimore County Running,14.98,"1,310",1:40:56,151,175,174,182,6:44,5:22,"1,088","1,077",1.38,00:00.0,15
Running,7/7/18 11:53,Howard County Running,8.48,938,1:12:50,150,185,170,228,8:36,3:37,"1,262","1,255",1.1,00:00.0,9
Running,7/6/18 18:08,Baltimore Running,6.18,527,0:46:01,137,156,172,184,7:27,5:28,315,318,1.25,00:00.0,7
Running,7/6/18 17:39,Baltimore Running,1.97,156,0:14:37,127,148,174,180,7:24,6:10,140,147,1.25,00:00.0,2
Running,7/5/18 17:45,Baltimore Running,7.55,614,0:57:40,133,156,176,184,7:38,4:38,376,365,1.2,00:00.0,8
Running,7/4/18 10:29,Baltimore Running,9.5,925,1:16:41,142,161,174,180,8:04,6:16,--,--,1.15,00:00.0,10
Running,7/3/18 21:14,Baltimore Running,5.23,506,0:38:43,145,158,174,180,7:24,6:06,399,385,1.25,00:00.0,6
Running,7/3/18 21:05,Baltimore Running,1,78,05:22.2,160,175,184,190,5:23,4:55,22,34,1.63,00:00.0,1
Running,7/3/18 20:57,Baltimore Running,1.01,78,05:23.4,162,186,184,208,5:21,4:42,37,26,1.63,00:00.0,2
Running,7/3/18 20:26,Baltimore Running,2.75,249,0:21:24,134,164,172,190,7:48,5:07,296,280,1.2,00:00.0,3
Running,7/2/18 18:23,Baltimore Running,8.99,886,1:04:41,152,167,174,184,7:12,5:00,507,514,1.28,00:00.0,9
Running,7/1/18 19:13,Baltimore Running,13.11,"1,135",1:34:27,146,166,172,180,7:12,5:45,804,766,1.3,00:00.0,14
Running,6/30/18 18:04,Baltimore Running,9,846,1:04:06,151,186,172,194,7:07,4:08,540,540,1.31,00:00.0,10
Running,6/29/18 18:26,Baltimore Running,9.14,844,1:03:23,150,173,174,182,6:56,5:20,573,570,1.34,00:00.0,10
Running,6/28/18 18:42,Baltimore Running,9.99,913,1:14:59,142,164,170,230,7:30,4:02,462,457,1.26,00:00.0,10
Running,6/27/18 17:26,Baltimore Running,8.94,724,1:04:35,138,162,174,186,7:14,5:16,819,820,1.29,00:00.0,9
Running,6/27/18 9:33,Baltimore Running,3.01,256,0:23:07,131,145,174,180,7:41,6:50,186,191,1.21,00:00.0,4
Running,6/26/18 18:56,Baltimore Running,9,789,1:06:20,140,159,172,180,7:22,4:38,671,671,1.27,00:00.0,9
Running,6/25/18 18:27,Baltimore Running,10.02,899,1:09:24,148,168,174,182,6:56,2:28,719,712,1.34,00:00.0,11
Running,6/24/18 16:49,Baltimore Running,12.01,"1,112",1:25:12,151,180,172,182,7:06,2:46,821,835,1.32,00:00.0,13
Running,6/23/18 16:47,Cherry Hill Running,2,167,0:15:30,128,144,172,180,7:45,6:01,91,96,1.2,00:00.0,3
Running,6/22/18 21:33,Cherry Hill Running,8,649,0:54:36,142,163,170,182,6:49,5:43,312,305,1.39,00:00.0,9
Running,6/21/18 17:04,Baltimore Running,9,840,1:03:08,155,172,172,180,7:01,5:33,575,577,1.33,00:00.0,10
Running,6/19/18 18:56,Baltimore Running,9,794,1:05:39,145,179,172,182,7:18,6:05,721,720,1.28,00:00.0,9
Running,6/18/18 18:31,Baltimore Running,8.04,719,1:02:55,140,160,170,180,7:50,4:57,424,423,1.2,00:00.0,9
Running,6/17/18 8:17,Philadelphia Running,10.92,"1,006",1:14:10,157,169,176,182,6:47,5:04,276,281,1.35,00:00.0,11
Running,6/16/18 19:21,Philadelphia Running,7.96,711,0:54:10,151,168,172,178,6:48,3:02,198,202,1.37,00:00.0,8
Running,6/15/18 18:38,Baltimore Running,7.95,672,0:57:26,142,160,172,180,7:13,5:54,325,328,1.29,00:00.0,8
Running,6/14/18 19:01,Baltimore Running,8,718,0:58:17,147,170,170,182,7:17,5:50,398,396,1.29,00:00.0,8
Running,6/13/18 18:16,Baltimore Running,8.49,869,1:00:38,163,183,172,182,7:09,4:47,872,827,1.31,00:00.0,9
Running,6/12/18 18:44,Baltimore Running,7.96,613,0:51:56,149,170,176,186,6:31,5:34,440,447,1.4,00:00.0,8
Running,6/11/18 18:28,Baltimore Running,6.46,548,0:44:33,148,171,172,182,6:54,5:52,449,444,1.36,00:00.0,7
Running,6/9/18 15:50,Baltimore Running,6.99,648,0:47:56,159,186,174,182,6:51,5:41,419,421,1.34,00:00.0,7
Running,6/8/18 18:15,Baltimore Running,7,673,0:49:18,159,177,172,182,7:03,5:54,701,710,1.33,00:00.0,8
Running,6/7/18 18:16,Baltimore Running,6,553,0:46:07,143,163,168,178,7:41,6:40,492,495,1.24,00:00.0,7
Running,6/5/18 18:36,Baltimore Running,5.2,439,0:36:47,146,163,170,180,7:05,5:39,302,297,1.33,00:00.0,6
Running,6/4/18 18:41,Baltimore Running,6.03,523,0:42:19,150,168,170,182,7:01,6:02,555,545,1.35,00:00.0,7
Running,6/3/18 18:09,Baltimore Running,7.96,808,0:55:33,170,184,170,182,6:59,4:34,669,679,1.35,00:00.0,8
Running,6/1/18 18:37,Baltimore Running,6.03,575,0:42:24,159,175,170,180,7:02,5:39,382,387,1.35,00:00.0,7
Running,5/31/18 18:37,Baltimore Running,5.98,566,0:45:17,149,175,168,246,7:34,6:05,322,322,1.27,00:00.0,6
Running,5/30/18 18:30,Baltimore Running,4.15,383,0:30:28,147,164,168,176,7:20,5:54,180,177,1.3,00:00.0,5
Running,5/29/18 18:53,Baltimore Running,4.02,314,0:29:32,150,173,170,178,7:21,6:16,197,204,1.29,00:00.0,5
